ticket_id,created_at,resolved_at,week,issue_type,priority,status,system_name,entity,request_channel,assigned_to,resolution_owner,time_spent_hours,sla_target_hours,change_type
TCK-00846,2026-03-20 15:53:00,2026-03-23 16:53:00,2026-W11,Service Request,P2,Closed,SAP,ATD,Email,Engineer 10,Engineer 10,3.93,24,NA
TCK-00847,2026-05-21 12:48:00,2026-05-22 07:48:00,2026-W20,Change Request,P2,Closed,Finance System,ATD II,Service Portal,Engineer 09,Engineer 09,0.71,24,Emergency Change
TCK-00848,2026-05-30 06:00:00,,2026-W21,Hot Fix,P4,Pending,AP Portal,ATD,Phone,Engineer 05,Engineer 13,12.9,120,NA
TCK-00849,2026-06-01 02:00:00,,2026-W22,Service Request,P4,Pending,HR System,AC,Service Portal,Engineer 01,Engineer 09,25.34,120,NA
TCK-00850,2026-06-04 00:00:00,,2026-W22,Incident,P3,Open,API Gateway,ATD II,Monitoring,Engineer 07,Engineer 13,12.75,72,NA
TCK-00851,2026-05-28 16:00:00,,2026-W21,Incident,P3,Pending,MES,ATD,Email,Engineer 01,Engineer 09,12.34,72,NA
TCK-00852,2026-05-10 16:12:00,2026-05-12 04:12:00,2026-W19,Service Request,P3,Resolved,WMS,ATD,Email,Engineer 03,Engineer 03,10.32,72,NA
TCK-00853,2026-05-31 23:00:00,,2026-W22,Service Request,P3,Open,Quality System,ATD,Service Portal,Engineer 17,Engineer 03,11.3,72,NA
TCK-00854,2026-03-23 16:40:00,2026-03-27 06:40:00,2026-W12,Service Request,P4,Resolved,WMS,ATD,Monitoring,Engineer 01,Engineer 01,18.63,120,NA
TCK-00855,2026-04-07 18:49:00,2026-04-09 05:49:00,2026-W14,Incident,P2,Resolved,SAP,ATJ,Service Portal,Engineer 08,Engineer 08,1.29,24,NA
TCK-00856,2026-06-01 07:00:00,,2026-W22,Service Request,P3,Open,API Gateway,ATD,Service Portal,Engineer 05,Engineer 17,6.71,72,NA
TCK-00857,2026-03-31 16:24:00,2026-03-31 21:24:00,2026-W13,Service Request,P4,Resolved,WMS,ATD,Teams,Engineer 09,Engineer 09,18.85,120,NA
TCK-00858,2026-06-02 22:00:00,,2026-W22,Incident,P4,In Progress,WMS,ATJ,Teams,Engineer 18,Engineer 06,14.17,120,NA
TCK-00859,2026-06-04 10:00:00,,2026-W22,Service Request,P2,In Progress,Quality System,ATD,Teams,Engineer 11,Engineer 08,1.42,24,NA
TCK-00860,2026-05-11 13:11:00,2026-05-12 08:11:00,2026-W19,Service Request,P3,Resolved,AP Portal,ATD,Service Portal,Engineer 09,Engineer 09,3.94,72,NA
TCK-00861,2026-06-03 20:00:00,,2026-W22,Hot Fix,P2,In Progress,SAP,ATD,Service Portal,Engineer 15,Engineer 08,4.22,24,NA
TCK-00862,2026-06-02 11:00:00,,2026-W22,Change Request,P3,Open,WMS,ATD,Teams,Engineer 03,Engineer 04,10.61,72,Standard Change
TCK-00863,2026-06-02 21:00:00,,2026-W22,Service Request,P2,Pending,SAP,ATD II,Phone,Engineer 04,Engineer 06,3.3,24,NA
TCK-00864,2026-04-18 09:29:00,2026-04-23 00:29:00,2026-W15,Service Request,P2,Closed,Quality System,AC,Email,Engineer 12,Engineer 12,3.73,24,NA
TCK-00865,2026-05-03 12:02:00,2026-05-04 12:02:00,2026-W18,Change Request,P3,Closed,MES,AC,Monitoring,Engineer 15,Engineer 15,7.96,72,Normal Change
TCK-00866,2026-03-24 09:39:00,2026-03-24 10:39:00,2026-W12,Incident,P3,Closed,HR System,ATD,Teams,Engineer 14,Engineer 14,16.35,72,NA
TCK-00867,2026-05-31 07:00:00,,2026-W22,Incident,P3,In Progress,WMS,ATJ,Monitoring,Engineer 03,Engineer 15,3.95,72,NA
TCK-00868,2026-06-02 06:00:00,,2026-W22,Hot Fix,P2,In Progress,MES,ATD,Teams,Engineer 12,Engineer 05,2.1,24,NA
TCK-00869,2026-04-12 15:26:00,2026-04-14 09:26:00,2026-W15,Change Request,P3,Resolved,Finance System,ATD,Teams,Engineer 02,Engineer 02,2.16,72,Emergency Change
TCK-00870,2026-05-07 10:26:00,2026-05-09 14:26:00,2026-W18,Change Request,P2,Resolved,WMS,ATD II,Service Portal,Engineer 04,Engineer 04,4.38,24,Emergency Change
TCK-00871,2026-05-31 14:00:00,,2026-W22,Service Request,P3,Pending,MES,ATD II,Email,Engineer 04,Engineer 07,10.93,72,NA
TCK-00872,2026-06-03 00:00:00,,2026-W22,Incident,P2,Open,WMS,ATD,Teams,Engineer 03,Engineer 11,4.34,24,NA
TCK-00873,2026-05-27 19:00:00,,2026-W21,Service Request,P3,In Progress,MES,ATD,Service Portal,Engineer 10,Engineer 06,8.28,72,NA
TCK-00874,2026-05-28 23:00:00,,2026-W21,Incident,P3,Pending,SAP,AC,Monitoring,Engineer 07,Engineer 01,16.97,72,NA
TCK-00875,2026-04-14 16:18:00,2026-04-16 17:18:00,2026-W15,Service Request,P3,Closed,AP Portal,ATD,Phone,Engineer 02,Engineer 02,15.28,72,NA
TCK-00876,2026-05-06 17:10:00,2026-05-06 23:10:00,2026-W18,Incident,P2,Resolved,SAP,ATJ,Monitoring,Engineer 08,Engineer 08,1.5,24,NA
TCK-00877,2026-05-29 19:00:00,,2026-W21,Incident,P4,In Progress,AP Portal,ATJ,Teams,Engineer 04,Engineer 12,20.4,120,NA
TCK-00878,2026-05-30 12:48:00,2026-06-01 06:48:00,2026-W21,Incident,P3,Closed,Finance System,ATJ,Monitoring,Engineer 16,Engineer 16,5.73,72,NA
TCK-00879,2026-05-23 12:50:00,2026-05-26 06:50:00,2026-W20,Service Request,P3,Closed,HR System,ATD II,Monitoring,Engineer 02,Engineer 02,16.04,72,NA
TCK-00880,2026-05-31 19:49:00,2026-06-01 09:49:00,2026-W22,Hot Fix,P2,Resolved,MES,AC,Monitoring,Engineer 16,Engineer 16,5.85,24,NA
